DPUB,Y,K,L,M
0,8828.00205359938,625.000218914787,53.9999974855292,7104.99971202582
0,27354.8739895394,1189.99930253457,145.000037349022,9515.0020958669
1,627.000288023225,240.000018397923,29.0000049303927,358.999860532735
0,106104.527956335,25321.0159535264,175.000004563385,76274.961131424
0,357188.881256997,12915.9982966617,112.00001441495,299296.500053915
0,36531.1280715133,13537.000593113,99.9999814011926,19101.0005981452
0,41633.0665708712,3135.00171463536,49.9999997285927,33488.9227850763
0,21521.9796238337,17566.9926040595,104.000010489298,13826.0116621639
0,94580.8213175718,47776.0620926482,153.999907228329,60693.992390524
0,11653.0007391118,900.000213008145,18.0000043578696,10028.0054223598
0,42503.0025222739,35903.8567834531,151.000024640949,3218.99989924914
1,60218.8075332153,42396.8777272353,71.0000087300671,10348.9981820102
0,13925.9878077576,5357.00323626667,127.999966218293,3529.99947075652
0,8355.00467019988,422.999924263431,14.9999969834672,3111.00156515184
0,8417.00211088643,1380.00030615131,22.0000120261203,7623.00554963541
0,54321.2079689576,3995.00056648954,92.0000389114965,50121.2325155729
0,20120.9934653472,4485.00101139947,154.999981877518,13131.9963411432
0,79387.8013466916,23411.9065766815,217.999986311979,64227.708940586
0,135125.600639863,37121.0695576755,240.000018397923,116101.489841216
0,13184.9986974884,29779.9313203115,226.000000164463,4330.99678980064
1,20344.0140963227,8743.99973893587,46.9999717196358,18359.9878057606
0,35776.9818316,14092.9929648958,243.000135268284,28591.9360283534
0,9221.99803786615,3139.99975224679,88.0000163259194,5610.00000832108
0,6477.99935394083,938.999550023549,25.0000043782954,2803.99930417492
0,10171.0019057852,38074.8790068522,149.999955885568,3815.00021471371
1,21580.0164264406,43629.1157982464,121.000054982807,18108.9940015515
0,39805.8832221384,9320.00086042582,125.000032837217,23513.9701977243
0,15000.9978319223,14828.9999707117,42.9999950251771,12373.0005170185
1,119300.404656025,76329.8988786542,225.000134504046,86805.0431702164
0,231999.385050375,69999.9635278048,749.999845102249,162393.876545791
0,76249.7945469654,149999.914038266,429.999910264338,34419.8943388326
1,30849.937395124,92469.1172327301,165.000086806427,23887.0081961098
0,288750.99884049,147756.362951111,1079.00003748647,9249.00262159001
1,124760.352981255,130630.760467292,972.000190064471,42597.0380288096
1,193780.237586247,251817.525740721,1201.00021368196,130132.702857995
0,44260.1498820947,35165.1213636928,572.000004930756,18291.9984492419
0,328469.74098982,58670.950349056,349.999945930793,285332.372772904
0,11860.0038835373,800.000217865688,19.9999945289209,10046.001764982
0,111110.44659887,25445.90232056,308.000066844146,28263.0336975208
0,9820.00587875937,76.9999675172732,74.9999914847772,6218.00254553345
1,10429.9942844156,40489.9874875308,279.000060871846,229.999928947676
0,199.999926690406,1602.99975536691,9.00000380397483,34.0000161630544
1,619.999703615806,519.000060636907,16.0000044441641,411.99985606802
0,1307084.96742522,1284076.06226288,3521.99898194438,917024.987454639
0,44090.0759075264,2499.99997285927,90.9999539069783,34215.0197288332
0,58300.1531928618,7185.00144768334,187.000071648206,29608.89198209
0,36140.1603121112,3937.99897927419,304.000090772522,25119.0047506931
1,2149.99973958834,441.000054927944,5.99999718463233,1731.99984564004
1,5299.9994724369,1303.00055100644,51.0000187310628,1644.00069768724
0,33349.8982378405,13100.0064296225,56.0000173188343,21598.0000692712
0,13059.9947390357,1307.0003742932,25.0000043782954,11537.9975214436
0,4729.99772257187,2399.99996079351,19.9999945289209,2412.9998416468
0,10239.9907984067,1432.99938692236,5.99999718463233,8036.99872844448
0,12309.997301913,3097.99993501383,69.0000341827976,4075.99839265981
0,4390.00216835668,7980.00247025842,42.0000160321016,2154.99999453094
0,45100.1116005044,16589.0148622199,102.000019045006,32223.136552787
0,15339.9988507081,3860.0020749093,61.9999761272089,11059.0016027217
0,46489.8830924585,20870.9809115643,400.000181156848,45322.0976783122
1,12849.9988393448,3591.00002073413,61.9999761272089,11067.0001520076
0,6809.99728183292,7747.00038245467,120.000030866158,4066.00002363041
0,15319.9932087285,7349.00346484214,99.9999814011926,11089.9991089805
0,28799.9808156341,9300.00298398595,33.0000144716093,14400.007407879
0,49099.7881937306,33096.0758514442,48.9999853925815,17179.9966406532
0,22039.9060377989,1467.99969293192,19.9999945289209,18596.0040388568
0,13170.0027033097,395.999916343235,22.9999950336301,10060.005596845
0,12289.9975105369,14706.002165368,48.9999853925815,7444.00284537917
0,8600.00445272341,7264.0005790779,61.0000082854286,4958.00142495352
0,10740.0067870071,999.999721017902,80.0000292260948,10408.9990057795
0,61970.2679615765,35578.9695747198,405.999935201702,25222.9607617123
0,60230.2501936649,16581.0043027473,141.999991820621,35388.068702214
0,89590.0908808925,63114.7640647708,610.000026127913,50344.7690000636
0,21060.0045134119,2000.00108091613,56.0000173188343,5722.99758255322
0,5929.99708248952,2800.0008507429,90.9999539069783,2350.0009232254
1,146259.833435559,50298.9760992034,627.99989545798,61326.0505598043
0,11530.0044590773,3900.00065474088,33.0000144716093,10286.9975194854
0,21299.9925088442,1059.99980166754,36.0000022155801,18688.992627746
0,134380.418396256,43940.8636079445,367.000055763977,94366.3663516561
0,143600.440049051,50799.9170148858,359.999988677944,116259.495286749
0,35210.1615386008,105000.458941339,220.000099802503,32513.1531905899
0,28000.0059035951,7943.9983657207,130.000071440794,12583.0003071263
0,12929.9939000683,2000.00108091613,30.9999936609611,11050.9977832936
0,27590.0367716639,16815.9984341491,74.9999914847772,18374.0018221237
0,9089.998298611,3285.00022693204,25.0000043782954,5199.00219198352
0,85300.0227341786,85329.8829673715,60.0000262666797,64414.2396352942
0,16630.0071145321,2389.99845862842,160.999941237512,10002.0064815096
0,77999.6797582625,20630.9983910307,171.999917988106,31130.0851893646
0,32070.1188937418,867.999379675038,84.9999781983259,24818.8816668071
0,40140.0552988959,11161.0018119247,288.000149720887,28747.037573653
0,12559.9944733225,6427.99532776231,64.999982456786,9328.00085266997
0,19849.9943206114,8539.99755087682,120.000030866158,10387.9940499356
0,19529.9995338047,4769.99721488183,54.999989812215,15706.9881908059
0,18999.9950951777,4582.9996126947,27.0000036178834,15530.0013023034
0,48760.2153443732,23650.9840042603,139.99994083471,37870.9649059669
0,24599.9576407933,6144.99986480918,99.9999814011926,13925.9878077576
0,14260.0043640129,3259.99845358431,39.9999818354467,10924.9997818956
0,11219.9979907597,1260.00000006864,29.9999885501375,8577.00445154631
0,3599.9995520009,1298.00013335129,9.99999907005959,3139.99975224679
0,9649.99812468643,3530.99860197714,34.9999978478706,8017.00347903441
0,6899.99523496272,4869.9989477069,60.0000262666797,3915.99998570503
0,6490.00123505921,1998.00008150142,12.0000042025447,5061.00318228655
0,16910.0094375983,5203.00176230685,139.99994083471,5778.00068743077
0,4320.00137705138,2568.00086076844,14.9999969834672,3489.99994696431
0,4980.00413330859,1582.99990520836,16.0000044441641,3460.00045654091
1,316639.759088857,43385.0417265161,472.000006803618,228794.61445738
0,25320.0031331448,1172.00003499949,25.0000043782954,23597.1211876748
0,47600.0932856427,53089.2638815824,237.999839666243,31784.054112483
0,46759.8402874712,7827.00333583024,57.9999993883077,39043.824525146
0,7499.99775356732,5412.00005795885,25.0000043782954,5172.99963787183
0,4200.00082205995,5536.99935315127,34.9999978478706,1064.99991677715
0,5959.99547004772,3964.99946841666,12.0000042025447,5285.0005374616
0,6620.00232407683,7129.99633939947,25.0000043782954,6051.00104910842
0,4379.99998523725,2565.00062174358,34.9999978478706,2569.00000742471
0,20670.0071791922,2729.00130798726,45.0000229603415,15889.0107268523
1,141040.166840299,195188.29753279,932.000172713045,67762.2138010376
0,15000.0077987368,7740.00025864161,255.999886213257,7568.99820380712
1,9999.99628023887,3512.00015890042,30.9999936609611,4951.00071610565
0,50980.0673991677,50678.1434008383,315.999932506543,16311.9949065088
0,11389.9993571344,8725.99691375784,127.999966218293,1624.99984600877
1,5470.00057207437,20302.0064490455,118.00004431306,1082.0005849224
0,110369.598610764,1660.00019695803,98.0000510902973,97841.0987140435
0,61459.8871789357,11886.0057536978,255.999886213257,39309.8341744205
1,4348623.86438607,6503167.99513598,18257.0027912488,2790663.66982738
1,831469.586269263,281709.027541028,675.999948594958,760346.857807954
0,473023.334860344,11900.0038187151,118.00004431306,295998.598944681
0,39342.8683075205,1670.00015796397,28.0000137150977,20489.9950571376
1,31472.832740346,10407.9997898381,473.999847516558,15290.9893114701
0,106420.126836714,12080.9969855545,296.000161520122,51956.9099899191
0,85261.6463592801,5479.9979179179,294.000068402436,49875.2416852514
0,90000.4545630317,87999.8157756826,320.000001345993,47808.0827799828
0,11190.0022233864,2200.00079343805,95.9999816190895,10248.0016030274
0,56483.2831554213,2803.00125808538,139.99994083471,37357.9119204281
0,32008.9234269296,3587.00187409219,74.9999914847772,14903.0027727214
0,142738.562255014,24394.9152946099,244.999948416547,94758.8005096686
0,208057.549353739,62781.1406981055,513.000079427401,145856.712857575
0,181799.552640652,32354.8755146563,438.000039255118,119612.18540907
0,340670.154744062,117079.679106894,804.999776678087,230925.401472511
0,123036.950523446,24882.9970547932,384.999871299224,79960.6565850934
0,218934.9647316,49224.1679318843,368.000022753834,102649.956635816
0,18619.9897435285,3784.99937217624,130.000071440794,10401.0079634961
0,18955.9851557996,4850.00007793209,126.000011724114,7901.00305987828
1,86004.9386715342,58425.0491116633,450.000187756075,53578.8671647528
0,45000.1004062515,2955.00020732222,99.9999814011926,28959.9754853804
0,38399.8948388325,2739.99945369306,99.9999814011926,19323.99757147
0,109599.709177219,5209.99929796603,99.9999814011926,71316.286323285
0,12615.9983770416,4999.99904291891,57.9999993883077,6985.00508723978
0,19999.9889492805,1700.00079892487,130.000071440794,14099.9989232358
0,8011.00099164076,12453.0020333117,120.000030866158,4343.00159590157
1,25473.9082135298,17097.9867219347,369.99999791384,7184.0028018896
0,9549.99586031679,4734.99997338846,95.9999816190895,6607.00018479855
0,138439.681899955,11002.9973387057,260.00009593598,95200.4549828829
0,66198.9578927608,2499.99997285927,53.0000045817377,39000.1199208248
0,34107.0709154431,4899.99762791686,53.0000045817377,22470.9804958112
0,841524.157612912,94640.426008508,1829.99955012115,718154.495733635
0,131339.387990522,8869.99933205687,95.9999816190895,91600.3159598855
0,55706.9392087274,2930.00087310757,84.9999781983259,3256.00088848949
0,33189.8704027947,688.000111501868,16.0000044441641,19399.0039315743
0,140968.254694366,1753.99969667707,351.999938189475,94680.1833358859
0,194543.292340445,121006.555403525,590.000273229202,120148.048639918
0,51561.9873126392,8129.99835333487,197.999993922482,35686.9373410939
1,51443.0165860394,62744.7381942473,304.000090772522,39252.8762193645
0,4529.00252013461,15999.9999804493,69.9999830565469,1484.99992391335
0,14938.006260263,17461.9935325871,147.000060743538,9950.00168998139
0,21025.9990299492,3009.998923194,81.9999797243337,11883.9971884539
0,20714.9926562955,3166.99985261213,121.000054982807,5673.00364588755
0,104580.250182628,3000.00129704954,80.0000292260948,59401.8114097853
0,135919.761277687,18278.010421531,429.999910264338,82372.7535157119
0,42588.945360412,501.999939914756,25.9999860114452,39797.9228415586
0,54700.055333997,1600.00014683541,25.9999860114452,53271.1399949366
0,10404.0038851816,1979.99975509662,25.9999860114452,4435.0004668118
1,1280703.37924134,1401060.48903367,4731.00058838908,714608.414770788
1,110919.500891103,22330.0816200014,547.000108075187,47672.0237203148
0,64618.1105789849,39595.8660849826,240.000018397923,13396.9989245293
0,33244.0140066005,3015.99780095121,19.0000003958376,23232.0948419407
0,346067.803944946,52778.0149785035,220.000099802503,256961.102427437
0,397953.323599161,48690.0511646111,1087.99953497161,182614.01560955
1,216025.125141245,209382.918385297,792.999824243585,143800.183450223
0,56889.7236435756,6020.00277941738,122.9999562892,13885.0083346001
1,1360.00002892707,1835.00043950334,47.9999994764212,849.999702938344
1,48963.9699755095,115229.376606458,769.999603567351,38492.1652666694
0,29362.9806983863,1908.00028236831,39.9999818354467,26254.9546820198
0,7303.99691570548,7563.00593048318,44.0000161075995,2020.00042340164
0,97163.4605980663,54778.8801539274,630.000113787096,48381.8489174735
0,24450.1101498693,588.000030635608,42.0000160321016,18035.999286839
0,14562.0047333111,3865.00015065182,139.99994083471,8701.00660783753
0,281104.003765435,2403.99928924525,53.9999974855292,196347.239337199
0,98063.4502816741,109500.018807865,414.999784104316,81155.30957939
0,78400.0622230863,25208.0836040559,160.00002956259,56230.8040224225
0,283599.979115666,4799.99905489938,84.9999781983259,230999.309425624
1,27049.1267244679,13554.0001938756,413.000168107128,14137.0034937192
1,6357.99910052905,2581.99852462861,379.999903966248,3316.00160409819
0,21086.0086002032,2650.0002147023,69.9999830565469,8916.00272378707
0,41879.8465107315,8499.99623893437,251.000015277923,30885.1263776635
1,268358.754362498,134999.992248224,755.00018931701,156998.259769765
0,16433.0034972502,37002.8420189687,251.999977947122,11600.0072257066
0,5035.99800995329,10751.999325173,90.000029670281,3220.00116390639
0,911831.050271562,403701.087229739,2000.00108091613,367272.735668963
0,569332.556385989,130445.396427044,246.999916852904,268170.968967001
0,78352.2527684964,9463.00249342291,69.9999830565469,52730.008830983
0,12775.9911859065,980.000419768764,60.0000262666797,8120.00460277683
1,552230.052382083,485832.891935161,3105.00001748866,356389.673609721
0,51973.0191288035,15000.0077987368,109.999959762842,24110.9168923996
0,43160.8882690419,990.000056302653,80.0000292260948,21687.9915161223
0,49209.8949928603,13000.0047262331,78.0000135182131,22754.9958938437
1,1190554.82984836,385351.043835128,1675.99952897363,767397.347260111
0,18741.001571214,1300.00059351562,19.0000003958376,8877.99480287376
0,30459.0975917264,1439.99943469924,49.9999997285927,15446.998629631
0,59980.2127912435,5549.99885259046,60.0000262666797,41326.1189850173
1,18317.0023929291,10974.9973885718,263.999972769374,15862.9899681079
0,167734.893981804,11019.9990885699,54.999989812215,98550.0677451789
0,170583.467265964,1269.99977209517,120.000030866158,98164.5076710855
0,131477.366774097,3999.99743959271,180.000026839764,99750.7646114075
1,51489.8510375763,56777.7612072072,686.999799243275,26362.0300982399
1,46681.8165221685,4850.00007793209,36.0000022155801,28079.9197435506
0,77976.2833639697,5950.00298368968,60.0000262666797,49256.1740418989
0,99316.7980123484,8502.99726725704,199.999926690406,59946.0338118871
0,138200.388298915,16873.0001653835,284.999948623439,81418.6792108344
1,16892.9896290065,7201.99968160808,9.99999907005959,10314.9956109132
1,9400.00029837391,2755.00076702788,19.9999945289209,5485.0034406904
1,20799.994473661,4424.99753331971,29.9999885501375,12639.0056793722
0,166623.157557413,4944.00000426406,88.9999670938456,85880.3218794686
0,221431.817630626,12820.0034553153,161.999945692363,132980.79522857
0,40506.1867221567,650.000414121838,57.9999993883077,15240.0026023729
0,7998.00168432489,15615.0114033704,149.999955885568,4087.99946086012
0,13443.0026421647,1005.00018040437,115.999977831664,11594.9971048491
1,126547.118998877,54194.2449469792,556.999866360519,107366.124825919
0,6919.99966360694,920.999966608863,28.0000137150977,3999.99743959271
0,19560.0011034029,11563.0043461976,209.999888549361,10112.9999605374
0,136416.774904431,30771.0625582598,400.000181156848,103291.462080228
0,34397.8726541466,8000.00143470435,42.0000160321016,12483.0000293219
0,43602.9461804379,16221.0003560491,309.999907781464,19451.0046369888
0,44159.7932896887,3799.99868628521,84.9999781983259,25796.9100955736
0,12960.0003900148,8213.00374726266,99.9999814011926,4504.00373913441
0,12854.0086644829,16546.9984198965,107.999975470587,7055.99578272441
0,31442.0044725789,6944.00516397567,193.999969141717,16826.9996941449
0,9078.99697331832,2909.99895191847,69.9999830565469,6043.00086800717
0,16189.9992443855,1600.00014683541,49.9999997285927,12755.9996411744
1,14452.9958888615,8357.99629734112,49.9999997285927,9675.99156514499
0,88199.802256273,17642.0052605151,94.0000204666218,40749.139423325
0,11955.0014358861,1278.00046654999,19.9999945289209,6180.0027782089
0,63867.1229412929,7762.99894108278,92.0000389114965,44024.8708588214
0,20858.983547113,9530.0000319422,85.9999745222021,12548.0054042921
0,371357.318230375,26364.9300810468,764.000161076796,256624.703772484
0,13029.001026647,8329.99387611205,124.000053864987,7558.99859937656
0,369667.783925084,52614.1303246495,383.000004143813,351308.488123942
0,93699.6750277393,15840.0053005652,130.999957660656,61674.1401702992
0,17549.9959829106,2569.99954282463,45.0000229603415,10745.002051472
0,94250.367075223,9937.00553261147,130.000071440794,59783.2021513682
0,77361.1503419144,5966.9966135967,98.0000510902973,68747.1114930753
0,24510.086360594,3119.99912389312,86.9999896770518,19983.9953564112
0,41889.0610905305,5934.99817769552,169.999925701472,26863.1301761017
0,21163.0073465155,749.999845102249,19.9999945289209,21521.9796238337
0,288880.966030392,9400.00029837391,562.000084359752,200560.25414334
0,18978.0058350963,783.99998404528,109.999959762842,14176.004637752
0,45834.8501016501,5329.00062724048,95.0000102979492,32276.0258541064
0,53803.8335937142,18833.0013334754,141.999991820621,39856.8673755599
0,41799.9323462177,6600.0004751042,161.999945692363,24702.0125733716
0,55802.8375931348,39999.8106766051,217.999986311979,41736.862078411
0,49035.9999404269,25830.9845010597,299.000127556212,31079.0736905166
0,21159.0079160851,21000.0059491841,99.9999814011926,10763.0042485412
0,5620.00032097092,900.000213008145,16.9999941510453,2299.99907559053
0,60000.0095277465,3426.00110014337,84.9999781983259,50977.0086868861
1,89712.0162949794,38578.0985752416,1003.99969854736,50756.2478666783
1,7063.99475650922,7799.99990111407,97.0000020851719,3662.00100619156
0,63554.3039666894,13257.994394501,92.9999541367585,58550.7980989752
1,11083.003526881,741.999819569826,25.0000043782954,3757.99932365999
0,60200.1425960948,14559.9953153109,145.000037349022,42574.0418378044
0,48619.9879485566,19836.005006428,141.000015456679,36907.1286604433
1,598702.444548912,659191.919854501,3373.0005563371,307054.335651056
0,15748.0054793029,4616.99804928564,246.000114160665,11591.9943894673
0,8339.99586875873,1371.00043932014,94.0000204666218,5998.99959414911
1,66868.2804568478,38093.9212065089,972.000190064471,44916.9271794564
0,76822.2814419271,8836.00384772532,388.999866332447,67167.1790360529
0,17596.0020680825,8499.99623893437,135.000029910815,10159.9926732967
1,240575.68077418,164999.875774398,950.000014635143,168403.809117982
1,53695.7965018416,118046.040372671,568.000330166482,41324.0527307248
0,41925.1011780847,25999.9527579488,260.00009593598,36013.1705808607
0,39679.1047737941,21584.9804010539,308.000066844146,25320.0031331448
0,10817.0081167522,1282.00046474993,60.0000262666797,8932.00345704151
0,25678.0032572281,13049.9946136027,585.000089369371,18515.0093806695
1,167537.08353802,231895.008813517,1211.99979804535,72778.8012384001
0,24163.052759353,9891.00463156233,69.9999830565469,20661.9887720782
0,5064.0001831952,569.999794327737,36.0000022155801,4780.9999587586
0,5073.00183862452,4219.99828233351,99.0000148366767,3632.99988294037
0,31102.0807165973,5399.99874421737,312.999940360938,9346.00258640893
0,226490.889468698,93937.035339744,611.999827102481,124711.705930384
0,148315.938935389,42335.0234503631,699.999765469656,109826.815549216
0,12460.9994275059,2914.00003859549,57.9999993883077,5321.99759691725
0,118598.604614481,51067.8285680635,588.000030635608,62945.2134971904
1,14691.9940212452,27599.9709729506,294.000068402436,11527.0070475983
1,31551.928774521,4997.99944324833,95.9999816190895,13260.9910398424
1,8725.99691375784,3418.00046595705,53.0000045817377,3223.00038090887
0,23223.0360915235,12091.0041934709,97.0000020851719,17583.0034261439
0,77006.876342663,36734.0721570902,312.999940360938,51876.9579274239
0,182988.758321591,110264.797280597,801.000042398245,124176.596903804
0,23553.0358037347,3933.0008950258,85.9999745222021,19159.0027187391
1,8321.00233902986,8750.00018067298,169.999925701472,5718.00358586038
0,28816.1133215709,19527.9880474461,169.999925701472,20010.9919687556
1,163932.493981058,251060.694590537,1239.0001466615,105944.431022726
0,18606.0113807633,17981.0013695834,330.000114028046,12918.0004315591
0,5150.00003266242,6899.99523496272,99.9999814011926,1620.00092627345
1,81780.1640574987,94999.7937948693,420.000121263504,40059.054225819
0,13699.9984681179,7261.00116626013,95.9999816190895,10850.0069551929
0,101241.091913805,84157.0520975452,492.000139485804,77850.8425547014
1,24513.027747437,8475.00057419271,109.999959762842,7549.00465668041
0,7932.00404817904,2181.00050991431,36.0000022155801,4382.00210267949
0,40356.9943224144,24779.9465946195,426.000278489339,19007.0073870561
0,29597.9387185353,12615.001752537,703.999749264783,16614.0001262827
0,1029424.02009314,1231803.60642611,4892.00246162047,434138.983371318
0,41459.8181572629,29999.9201807774,309.999907781464,19357.9990377325
1,244605.013804654,200823.160242165,839.00024627405,106807.133889971
0,7829.99382225107,3015.99780095121,60.0000262666797,5098.99632334109
0,14990.0061294626,8982.00131453661,61.9999761272089,8625.99847140575
0,21400.0170983941,25428.0964217272,199.999926690406,11513.0102388187
1,10371.9984788576,30439.0012198481,260.00009593598,3757.99932365999
1,149.999955885568,2570.99946711945,12.0000042025447,78.0000135182131
0,107860.068071415,68659.1714839767,320.000001345993,88250.0904743398
