ANTIG PVENTA SUP
1 179706.601466993 211.817168338907
1 389486.552567237 334.448160535117
1 155134.474327628 175.213675213675
1 349633.251833741 279.635823114084
1 205470.660146699 243.775548123374
1 328728.606356968 330.453363062059
1 195415.64792176 220.735785953177
1 154645.476772616 181.531029357116
25 220048.899755501 370.958751393534
25 213936.430317848 300.445930880713
18 360635.696821516 346.618357487923
8 825183.37408313 544.221479004088
25 201589.24205379 247.956150130063
8 278117.359413203 287.43961352657
25 145354.523227384 173.913043478261
25 168459.657701711 220.457079152731
25 193154.034229829 333.79784466741
13 304278.728606357 297.844667409885
25 168581.907090465 292.642140468227
8 278117.359413203 303.047194351542
25 213936.430317848 273.875882571535
18 223105.134474328 294.593088071349
25 268826.405867971 309.643255295429
35 146255.501222494 262.913415087328
35 213936.430317848 348.940914158305
35 182029.339853301 201.690821256039
25 166259.168704157 205.314009661836
45 171026.894865526 383.686361947232
35 183374.083129584 318.190263842438
45 157579.462102689 257.33927907841
35 79339.8533007335 183.017465626161
13 298166.259168704 228.260869565217
8 488997.555012225 291.062801932367
35 385085.574572127 260.312151616499
25 440097.799511002 577.201783723523
8 281173.594132029 294.314381270903
25 256723.716381418 400.873281308064
63 733496.332518337 568.468970642884
63 211491.442542787 235.228539576366
63 97799.511002445 202.155332590115
45 86797.0660146699 181.06651802304
8 243276.283618582 188.312894834634
1 276283.618581907 312.894834633965
35 162591.687041565 183.574879227053
25 103911.980440098 192.493496841323
13 293398.533007335 264.585655890004
5 275061.124694377 291.434410999628
5 293276.283618582 294.685990338164
2 218765.281173594 218.320327015979
1 253360.635696822 314.938684503902
13 204156.479217604 250.464511334077
2 300733.496332518 313.080639167596
25 110024.449877751 223.987365291713
25 106968.215158924 135.916016350799
1 194254.278728606 234.392419175028
1 195221.271393643 232.441471571906
1 220319.070904645 261.612783351914
1 222371.638141809 277.313266443701
25 130195.599022005 187.569676700112
5 167359.413202934 208.101077666295
2 212713.936430318 257.153474544779
1 163080.684596577 224.63768115942
1 164547.677261614 224.63768115942
1 178484.107579462 235.600148643627
1 186308.068459658 264.028242289112
1 164180.929095355 224.63768115942
35 146699.266503667 206.428836863619
1 164058.679706601 224.63768115942
1 164547.677261614 224.63768115942
1 165892.420537897 224.63768115942
1 166503.667481663 224.63768115942
1 167359.413202934 224.63768115942
1 188997.555012225 272.38944630249
1 188997.555012225 272.38944630249
1 190238.386308068 264.028242289112
1 200855.745721271 276.848755109625
1 202689.486552567 276.848755109625
1 232030.562347188 314.195466369379
1 116014.66992665 137.959866220736
1 162591.687041565 224.63768115942
1 163569.682151589 224.63768115942
1 163569.682151589 224.63768115942
1 163569.682151589 224.63768115942
1 163569.682151589 224.63768115942
1 164914.425427873 224.63768115942
1 170293.398533007 235.600148643627
1 182273.838630807 264.028242289112
1 183251.833740831 264.028242289112
1 164914.425427873 224.63768115942
1 169804.400977995 235.600148643627
1 194254.278728606 272.38944630249
1 196210.268948655 282.422891118543
45 113691.931540342 148.829431438127
1 240709.046454768 258.175399479747
1 169682.151589242 235.600148643627
1 238264.058679707 279.635823114084
1 240709.046454768 258.175399479747
45 88630.8068459658 139.353400222965
1 200000 252.415458937198
1 255623.471882641 321.070234113712
45 216014.66992665 281.586770717206
35 440097.799511002 539.855072463768
35 134474.327628362 254.459308807135
8 403422.982885086 394.741731698253
8 516992.665036675 427.443329617243
2 1231051.34474328 659.513192121888
1 215036.674816626 289.483463396507
8 519559.902200489 575.436640654032
63 152811.73594132 539.111854329246
25 124083.129584352 177.443329617243
25 68459.6577017115 138.888888888889
18 73533.0073349633 112.411742846525
8 155256.723716381 119.936826458566
1 183251.833740831 121.701969528056
2 183251.833740831 130.806391675957
18 116014.66992665 101.077666295058
18 116014.66992665 101.077666295058
18 116014.66992665 101.077666295058
18 116014.66992665 101.077666295058
18 116014.66992665 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 119682.151589242 101.077666295058
25 134352.078239609 174.191750278707
18 116014.66992665 101.077666295058
18 116014.66992665 101.077666295058
18 116014.66992665 101.077666295058
18 116014.66992665 101.077666295058
18 116014.66992665 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
18 117237.163814181 101.077666295058
25 100855.745721271 153.846153846154
2 171149.144254279 183.574879227053
18 91564.7921760391 161.092530657748
25 67237.1638141809 104.979561501301
18 72738.3863080685 107.76662950576
18 98410.7579462103 150.315867707172
25 78850.8557457213 115.477517651431
18 105134.474327628 163.415087328131
25 122249.388753056 115.2917131178
18 117726.161369193 144.741731698253
25 110024.449877751 151.244890375325
18 106356.968215159 98.3835005574136
13 112469.437652812 145.392047565961
18 134474.327628362 104.050538833148
18 124694.376528117 108.881456707544
2 201589.24205379 148.643626904496
1 171026.894865526 185.804533630621
25 179706.601466993 189.520624303233
25 183374.083129584 176.51430694909
8 256723.716381418 226.402824228911
18 158924.205378973 183.946488294314
18 173594.13202934 191.378669639539
1 305501.222493888 259.011519881085
63 108801.95599022 149.75845410628
13 128361.858190709 192.307692307692
2 84352.0782396088 135.358602749907
45 121026.894865526 211.631363805277
45 89242.0537897311 166.295057599405
45 171149.144254279 145.020438498699
45 158312.958435208 199.368264585656
45 211369.193154034 218.134522482349
35 169315.403422983 139.353400222965
35 128361.858190709 214.697138610182
35 171149.144254279 258.175399479747
35 161369.193154034 240.431066518023
35 79462.1026894866 134.7082868822
35 165036.674816626 313.266443701226
35 116136.919315403 149.108138238573
25 139364.303178484 267.465626161278
25 62347.1882640587 130.063173541434
25 135085.574572127 182.460052025269
18 144254.278728606 227.982162764771
8 187652.811735941 226.774433296172
5 222493.887530562 162.671869193608
2 202322.738386308 202.619843924192
35 88264.0586797066 131.828316610925
25 220048.899755501 238.758825715347
35 116136.919315403 232.813080639168
25 152811.73594132 149.201040505388
35 191809.290953545 261.519881085099
35 146577.017114914 199.925678186548
25 134474.327628362 220.921590486808
45 91564.7921760391 148.922333704942
35 223105.134474328 311.501300631735
45 149144.254278729 348.383500557414
25 118581.907090465 263.656633221851
25 144254.278728606 204.942400594575
35 26894.8655256724 101.449275362319
35 73227.3838630807 194.165737643999
18 122249.388753056 159.141583054627
13 122493.887530562 125.6038647343
45 127872.860635697 235.507246376812
5 154034.229828851 126.997398736529
63 100918.092909535 237.92270531401
63 147921.760391198 140.932738758826
45 95354.5232273839 129.691564474173
35 193765.281173594 301.189149015236
35 124511.002444988 209.494611668525
25 207701.711491443 298.402081010777
8 180929.095354523 176.607209215905
25 131907.090464548 259.754738015608
35 183251.833740831 282.422891118543
35 191931.540342298 329.803047194352
45 188264.058679707 247.398736529171
45 183374.083129584 295.615013006317
18 48899.7555012225 138.795986622074
35 100855.745721271 211.538461538462
25 195599.02200489 306.85618729097
1 207701.711491443 180.509104422148
13 195599.02200489 230.39762170197
8 745721.271393643 458.472686733556
25 89242.0537897311 85.0055741360089
25 91687.0415647922 85.0055741360089
25 91687.0415647922 85.0055741360089
25 121026.894865526 111.482720178372
25 121026.894865526 111.482720178372
1 452200.488997555 449.08955778521
25 540953.545232274 457.543664065403
25 251711.491442543 332.311408398365
8 660146.699266504 477.331846897064
13 898533.007334963 518.580453363062
18 90464.5476772616 111.482720178372
25 114914.425427873 177.722036417689
18 141809.290953545 129.598662207358
25 138141.809290954 192.865105908584
18 91931.5403422983 90.5797101449275
18 92176.0391198044 101.077666295058
18 94621.0268948655 101.077666295058
18 96454.7677261614 101.077666295058
18 97677.2616136919 101.077666295058
1 162188.26405868 172.333704942401
1 253178.484107579 168.803418803419
18 91931.5403422983 90.5797101449275
18 95232.2738386308 102.935711631364
18 95232.2738386308 102.935711631364
18 95232.2738386308 102.935711631364
5 213936.430317848 253.158677071721
25 166259.168704157 210.423634336678
25 129462.102689487 134.336677814939
25 129584.35207824 200.947603121516
13 147921.760391198 159.234485321442
13 136919.315403423 168.246005202527
13 275061.124694377 240.709773318469
8 168704.156479218 213.489409141583
1 173471.882640587 193.422519509476
1 186430.317848411 186.733556298774
1 130806.84596577 158.398364920104
25 155867.970660147 137.309550353029
1 195476.772616137 202.712746191007
18 415647.921760391 337.328130806392
8 207823.960880196 208.472686733556
2 300122.249388753 367.242660720922
13 403422.982885086 338.907469342252
8 275061.124694377 227.61055369751
8 171149.144254279 195.001858045336
5 206295.843520782 213.489409141583
5 261002.444987775 261.519881085099
5 223105.134474328 232.255667038276
2 252933.985330073 250.278706800446
2 281051.344743276 251.39353400223
2 288508.557457213 235.693050910442
2 261613.69193154 178.651059085842
2 259168.704156479 195.930880713489
2 240709.046454768 280.379041248606
2 179706.601466993 197.324414715719
2 277383.863080685 324.972129319955
2 189486.552567237 212.746191007061
2 163814.180929095 225.566703827573
2 178826.405867971 220.178372352285
1 249633.251833741 232.720178372352
1 216259.168704157 170.289855072464
1 185819.070904645 214.046822742475
2 174205.378973105 201.690821256039
1 205256.723716381 220.178372352285
1 166136.919315403 198.532144184318
1 207212.71393643 230.5834262356
1 172004.88997555 204.849498327759
1 174938.875305623 205.685618729097
1 189425.427872861 239.594946116685
1 207823.960880196 230.5834262356
1 207701.711491443 247.770345596433
1 208618.58190709 235.600148643627
1 223349.633251834 234.764028242289
1 159779.951100245 178.743961352657
8 195599.02200489 193.329617242661
8 129584.35207824 144.648829431438
8 249266.503667482 268.208844295801
2 366625.916870416 277.034559643255
5 151589.24205379 173.72723894463
1 197921.760391198 152.638424377555
1 262836.185819071 180.880713489409
2 158924.205378973 175.956893348198
13 375305.623471883 403.288740245262
8 293276.283618582 315.867707172055
8 289119.804400978 321.90635451505
8 157457.212713936 139.167595689335
2 459046.454767726 356.837606837607
2 305501.222493888 273.96878483835
2 278728.606356968 279.171311780007
2 314180.929095355 317.261241174285
2 328361.858190709 309.085841694537
2 204156.479217604 216.369379412858
2 268948.655256724 238.201412114456
2 1069682.15158924 500.743218134523
2 242053.789731051 272.38944630249
2 196210.268948655 214.13972500929
1 256601.466992665 267.465626161278
2 385085.574572127 297.287253808993
2 347188.26405868 330.546265328874
1 1925427.87286064 733.649201040505
1 251222.493887531 273.782980304719
1 221271.393643032 243.032329988852
2 293276.283618582 262.448903753252
2 326772.616136919 323.392790784095
1 222493.887530562 257.989594946117
1 229706.601466993 257.153474544779
2 242053.789731051 239.594946116685
1 246577.017114914 265.328874024526
1 264058.679706601 264.492753623188
1 241809.290953545 271.832032701598
1 451405.86797066 378.576737272389
1 413814.180929095 350.891861761427
1 332518.337408313 312.709030100334
13 287897.310513447 275.919732441472
2 317848.410757946 308.528428093646
1 544621.026894866 423.541434411
1 586674.816625917 397.714604236343
1 349633.251833741 293.478260869565
1 355745.721271394 306.949089557785
8 354523.227383863 290.319583797845
2 298899.755501223 272.853957636566
5 440097.799511002 427.814938684504
5 300611.246943765 235.971757710888
8 238386.30806846 264.86436269045
5 305623.471882641 284.002229654404
8 293276.283618582 328.688219992568
1 339731.051344743 356.744704570792
1 271635.696821516 222.408026755853
1 304205.378973105 261.984392419175
8 330073.349633252 423.72723894463
1 512078.239608802 385.172798216276
1 279828.850855746 377.36900780379
13 1931540.34229829 709.773318468971
5 464547.677261614 401.988108509848
5 525672.371638142 429.67298402081
5 466992.665036675 366.220735785953
2 279339.853300733 254.273504273504
1 366748.166259169 335.470085470086
1 342963.325183374 316.332218506132
63 165036.674816626 118.636194723151
45 146210.268948655 115.105908584169
63 157090.464547677 117.707172054998
63 122249.388753056 139.353400222965
45 69682.1515892421 76.644370122631
35 48900.97799511 216.833890746934
63 142420.537897311 161.835748792271
45 282123.471882641 222.965440356745
63 146699.266503667 181.623931623932
80 139364.303178484 120.494240059457
45 146577.017114914 107.023411371237
63 165036.674816626 110.460795243404
45 63447.4327628362 117.800074321813
45 64792.1760391198 105.815681902638
63 33007.3349633252 93.6454849498328
